Entry,fasta_header,BL11,BL12,BL21,BL22,CF11,CF12,CF21,CF22,POOL1,POOL2,POOL3,POOL4,S111,S112,S121,S122,S711,S712,S721,S722,Entry_name,Status,Protein_names,Gene_names,Organism,Length,Gene_ontology_biological_process,Gene_ontology_cellular_component,Gene_ontology_GO,Gene_ontology_molecular_function,Gene_ontology_IDs,EC_number,Intramembrane,Subcellular_location_CC,Topological_domain,Transmembrane,expressed,BL_mean,BL_std,CF_mean,CF_std,S1_mean,S1_std,S7_mean,S7_std,CF_BL_fc,CF_BL_p_val,S1_BL_fc,S1_BL_p_val,S7_BL_fc,S7_BL_p_val
A0A140N201,tr|A0A140N201|A0A140N201_ECOBD,1964636.52704829,1815134.24385926,2246215.49196075,2464593.21580611,2227495.3504717997,2512894.09391116,2256360.85797448,2512175.41598559,1865824.06199446,1853789.30692101,1825999.89092292,1893613.47799256,1323427.00600513,1541041.65215439,1349576.38202718,1483779.65677374,1337955.92416219,1357934.11957221,1354576.92083791,1098408.29146011,A0A140N201_ECOBD,unreviewed,"PTS system, mannitol-specific IIC subunit",ECBD_0129,Escherichia coli (strain B / BL21-DE3),637.0,phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401],integral component of membrane [GO:0016021]; plasma membrane [GO:0005886],integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; kinase activity [GO:0016301]; protein-N(PI)-phosphohistidine-mannitol phosphotransferase system transmembrane transporter activity [GO:0022872]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401],kinase activity [GO:0016301]; protein-N(PI)-phosphohistidine-mannitol phosphotransferase system transmembrane transporter activity [GO:0022872],GO:0005886; GO:0009401; GO:0016021; GO:0016301; GO:0022872,,,,,TRANSMEM 20 42 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 48 66 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 78 98 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 133 154 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 213 234 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 269 292 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 312 334 Helical. {ECO:0000256|SAM:Phobius}.,not_exp,2122644.8696686025,250862.40822566292,2377231.4295857577,135687.9014755952,1424456.17424011,90726.68482387422,1287218.8140081048,109271.95061903441,1.1199383672488288,0.1730407252659206,0.6710760686324806,0.003961665569113423,0.6064221257176532,0.0018506111839047723
A0A140N210,tr|A0A140N210|A0A140N210_ECOBD,503940.93453076,531848.936967023,541210.224835049,484079.451654684,486479.33317163103,480367.200224569,423734.3465681,470821.93287385604,481865.782829421,524441.989348232,495166.445479318,511141.326698335,420583.862373955,546946.3221394,486095.93245247204,545548.4768122779,461839.70011995203,517142.86285459896,457611.64434325794,434662.004889288,A0A140N210_ECOBD,unreviewed,Selenocysteine-specific translation elongation factor,ECBD_0140,Escherichia coli (strain B / BL21-DE3),614.0,selenocysteine incorporation [GO:0001514],cytoplasm [GO:0005737],cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]; selenocysteine incorporation [GO:0001514],GTPase activity [GO:0003924]; GTP binding [GO:0005525]; translation elongation factor activity [GO:0003746],GO:0001514; GO:0003746; GO:0003924; GO:0005525; GO:0005737,,,,,,not_exp,515269.88699687895,22632.689002227275,465350.703209539,24666.625634775053,499793.64844452625,51910.250886222595,467814.0530517742,30299.223630072796,0.9031203160769178,0.041613767055496076,0.969964791378452,0.6526940221690647,0.9079010143175859,0.07272024019012893
A0A140N231,tr|A0A140N231|A0A140N231_ECOBD,307526.017033674,299983.80353151803,296176.33101028396,311625.298290211,303701.364725529,310179.532873385,393400.22361476795,311137.643807538,256200.011298335,273821.64078380103,254263.724707991,275757.92737414397,148314.505905076,233377.641762218,183239.90631114,220039.189544438,182534.225781072,390547.161461191,222512.073345698,169157.926674361,A0A140N231_ECOBD,unreviewed,"Transcriptional regulator, IclR family",ECBD_0160,Escherichia coli (strain B / BL21-DE3),282.0,"regulation of transcription, DNA-templated [GO:0006355]",,"DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]",DNA binding [GO:0003677],GO:0003677; GO:0006355,,,,,,not_exp,303827.86246642174,6078.632151822479,329604.691255305,36943.27034094381,196242.81088071803,33209.416011082074,241187.84681558047,88438.60305618109,1.0848402400610382,0.27808697798781296,0.6459012984775426,0.001487691361135334,0.7938305751739142,0.26686477822384524
A0A140N258,tr|A0A140N258|A0A140N258_ECOBD,200580.933875689,191225.489501586,232461.163529305,266366.88218174,265791.796204513,239335.29055484603,270780.16227026697,244860.292090782,212782.23187720802,216811.993153984,214013.00503539998,215581.219995791,198164.66567055898,186837.06086874,211728.46160084,201397.37121467802,175222.656579909,166480.40955778,166088.208269996,172410.811001658,A0A140N258_ECOBD,unreviewed,Sulfatase,ECBD_0191,Escherichia coli (strain B / BL21-DE3),563.0,,integral component of membrane [GO:0016021],"integral component of membrane [GO:0016021]; sulfuric ester hydrolase activity [GO:0008484]; transferase activity, transferring phosphorus-containing groups [GO:0016772]","sulfuric ester hydrolase activity [GO:0008484]; transferase activity, transferring phosphorus-containing groups [GO:0016772]",GO:0008484; GO:0016021; GO:0016772,,,,,TRANSMEM 12 30 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 42 65 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 77 103 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 123 140 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 161 178 Helical. {ECO:0000256|SAM:Phobius}.,not_exp,222658.61727208,29504.101240867905,255191.88528010197,13355.9528416936,199531.88983870426,8877.842756205424,170050.52135233575,3897.677937859572,1.1461127730271836,0.13252688285171646,0.8961336968821835,0.24127838495046136,0.7637275549256679,0.022174378350846152
A0A140N277,tr|A0A140N277|A0A140N277_ECOBD,1267115.14001932,1511320.75825881,1640113.87277252,1825255.09527635,1143099.00424818,1204623.57688751,1296809.74583096,1294444.25041606,1042510.60111685,1010192.26302589,1050096.0061064002,1002606.85803634,453870.56727609795,743822.2654186491,582776.806125012,702653.5090901611,628476.596185946,696798.466975542,675246.167022386,524901.7506116821,A0A140N277_ECOBD,unreviewed,C4-dicarboxylate transport protein,dctA ECBD_0211,Escherichia coli (strain B / BL21-DE3),428.0,dicarboxylic acid transport [GO:0006835],integral component of membrane [GO:0016021]; plasma membrane [GO:0005886],integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; symporter activity [GO:0015293]; dicarboxylic acid transport [GO:0006835],symporter activity [GO:0015293],GO:0005886; GO:0006835; GO:0015293; GO:0016021,,,SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_01300}; Multi-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_01300}.,,TRANSMEM 9 27 Helical. {ECO:0000256|HAMAP-Rule:MF_01300}.; TRANSMEM 47 64 Helical. {ECO:0000256|HAMAP-Rule:MF_01300}.; TRANSMEM 76 99 Helical. {ECO:0000256|HAMAP-Rule:MF_01300}.; TRANSMEM 141 164 Helical. {ECO:0000256|HAMAP-Rule:MF_01300}.; TRANSMEM 184 208 Helical. {ECO:0000256|HAMAP-Rule:MF_01300}.; TRANSMEM 220 242 Helical. {ECO:0000256|HAMAP-Rule:MF_01300}.; TRANSMEM 326 344 Helical. {ECO:0000256|HAMAP-Rule:MF_01300}.; TRANSMEM 350 373 Helical. {ECO:0000256|HAMAP-Rule:MF_01300}.,not_exp,1560951.2165817502,203055.46576682883,1234744.1443456775,64657.40839230413,620780.78697748,113077.04458081596,631355.745198889,66237.94498622509,0.7910203286490801,0.03795972550732232,0.39769390637133245,0.00042137126581840253,0.4044685948491483,0.00028251563547579
A0A140N2B1,tr|A0A140N2B1|A0A140N2B1_ECOBD,6112383.05248192,6608569.65637423,6085300.31801099,6530630.73385276,4869726.32925491,5299180.20624351,5637277.99286374,5833977.61660419,5276923.97922529,5698186.54322937,5489299.95688324,5485810.56557141,4053267.14911314,5070963.60425967,5241035.00628537,5158292.13555779,4492015.56057199,4866743.53850915,5064685.07189614,4746350.19145557,A0A140N2B1_ECOBD,unreviewed,Glutathione-disulfide reductase,ECBD_0241,Escherichia coli (strain B / BL21-DE3),450.0,cell redox homeostasis [GO:0045454]; glutathione metabolic process [GO:0006749],cell [GO:0005623],cell [GO:0005623]; electron transfer activity [GO:0009055]; flavin adenine dinucleotide binding [GO:0050660]; glutathione-disulfide reductase activity [GO:0004362]; NADP binding [GO:0050661]; cell redox homeostasis [GO:0045454]; glutathione metabolic process [GO:0006749],electron transfer activity [GO:0009055]; flavin adenine dinucleotide binding [GO:0050660]; glutathione-disulfide reductase activity [GO:0004362]; NADP binding [GO:0050661],GO:0004362; GO:0005623; GO:0006749; GO:0009055; GO:0045454; GO:0050660; GO:0050661,,,,,,not_exp,6334220.940179975,237180.07382964916,5410040.536241588,365919.7196235114,4880889.473803992,481597.3236817143,4792448.590608212,207374.96773285916,0.8540972263730151,0.010443603171432048,0.770558766405346,0.0033641304603314855,0.7565963732348187,0.0001474322044042431
A0A140N2D6,tr|A0A140N2D6|A0A140N2D6_ECOBD,115554.66722536,66716.5396143723,67027.4600516098,90508.40006934539,182734.407048988,127724.04306198099,122944.50607067,99978.6336482651,82079.96440413871,103638.57011145301,95460.90738634461,90257.6271292476,132128.550034921,153096.872043534,75855.1122407037,125125.36888115699,94557.85724843449,108648.30289489099,157150.34465431198,70054.8509017837,A0A140N2D6_ECOBD,unreviewed,Sulfur carrier protein TusA (Sulfur mediator TusA) (Sulfur transfer protein TusA) (tRNA 2-thiouridine synthesizing protein A),tusA ECBD_0271,Escherichia coli (strain B / BL21-DE3),81.0,tRNA wobble position uridine thiolation [GO:0002143],cytoplasm [GO:0005737],cytoplasm [GO:0005737]; sulfur carrier activity [GO:0097163]; tRNA wobble position uridine thiolation [GO:0002143],sulfur carrier activity [GO:0097163],GO:0002143; GO:0005737; GO:0097163,,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00413, ECO:0000256|SAAS:SAAS00345499}.",,,not_exp,84951.76674017186,20132.17555715438,133345.397457476,30382.533478999158,121551.47580007892,28319.237621409953,107602.83892485528,31765.04080920591,1.569660085649753,0.06111994104633399,1.4308292865979895,0.11789012341920058,1.2666345039528437,0.33704498211124173
A0A140N2D9,tr|A0A140N2D9|A0A140N2D9_ECOBD,2419589.9317413,2574321.03806746,2416503.42677445,2370982.27398559,2599856.5280524,2638156.58219993,2513785.31721676,2433657.39898827,2021419.41830776,2241686.56955296,2094623.71130431,2168482.27655642,1294915.10779078,1542671.17988695,1525549.76104017,1523275.32263712,1802140.22932072,1951392.06088026,1887340.41729609,1724011.40443171,A0A140N2D9_ECOBD,unreviewed,Chromosomal replication initiator protein DnaA,dnaA ECBD_0001,Escherichia coli (strain B / BL21-DE3),467.0,DNA replication initiation [GO:0006270]; regulation of DNA replication [GO:0006275],cytoplasm [GO:0005737],cytoplasm [GO:0005737]; ATP binding [GO:0005524]; DNA replication origin binding [GO:0003688]; DNA replication initiation [GO:0006270]; regulation of DNA replication [GO:0006275],ATP binding [GO:0005524]; DNA replication origin binding [GO:0003688],GO:0003688; GO:0005524; GO:0005737; GO:0006270; GO:0006275,,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00377, ECO:0000256|SAAS:SAAS01082709}.",,,not_exp,2445349.1676422004,76908.70112271307,2546363.9566143397,79138.29222928119,1471602.842838755,102285.84872689116,1841221.0279821951,85921.56195824522,1.041308942832707,0.163951066217452,0.6017966114253004,1.1783167330698077e-05,0.7529481075119819,0.00010051164895186536
A0A140N2E4,tr|A0A140N2E4|A0A140N2E4_ECOBD,365258.81200831896,378918.584276596,383825.600419843,374773.09103357,348083.114205356,371702.405466831,382821.821150814,393034.99221358204,399213.605115983,426419.189756315,422503.535268752,403129.259603546,430307.19054628396,429308.140077169,455829.23763884796,485529.94885637,394078.879127413,467884.64141363796,413712.231599455,350266.960723476,A0A140N2E4_ECOBD,unreviewed,Extracellular ligand-binding receptor,ECBD_0281,Escherichia coli (strain B / BL21-DE3),367.0,amino acid transport [GO:0006865],,amino acid transport [GO:0006865],,GO:0006865,,,,,,not_exp,375694.02193458204,6823.893516334935,373910.58325914573,16711.42861566125,450243.62927966774,22978.68396758837,406485.6782159955,42238.98855227718,0.9952529490188512,0.8697492394069196,1.1984317103615418,0.001684819799974112,1.08195939909519,0.25904476938741533
A0A140N2F9,tr|A0A140N2F9|A0A140N2F9_ECOBD,3018173.57216207,2903661.84052624,2791435.15499156,2787460.68412561,2650579.19742243,2491969.18355502,2793932.44054223,2661484.67906543,2424872.7887723,2501718.55600048,2439251.10312452,2487340.24164826,1775133.99735397,2090675.35990875,2097494.47854754,2266828.75588403,2474196.97405387,1815044.91168426,2093250.61576919,2272750.18715522,A0A140N2F9_ECOBD,unreviewed,Oxidoreductase domain protein,ECBD_0302,Escherichia coli (strain B / BL21-DE3),345.0,,,oxidoreductase activity [GO:0016491],oxidoreductase activity [GO:0016491],GO:0016491,,,,,,not_exp,2875182.8129513697,94823.85555694709,2649491.3751462777,107029.7679533973,2057533.1479235727,177657.8494708853,2163810.672165635,242293.0826338434,0.9215036216867823,0.03401560129140589,0.7156181995299001,0.00041295819967569823,0.7525819445005959,0.003206084475353855
A0A140N2G7,tr|A0A140N2G7|A0A140N2G7_ECOBD,1907407.68913589,2118482.18560476,2468644.70273385,2385113.16099894,2327783.26661756,2530644.11635023,2647996.06369568,2775216.3137171003,1750857.7718488998,1699455.40711606,1724410.30786025,1725902.87110471,698663.427801937,1118753.54080062,1062911.84485354,1050040.14594332,947639.318292071,1000620.40667835,1091449.3031202,866688.22229112,A0A140N2G7_ECOBD,unreviewed,Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase),glgC ECBD_0312,Escherichia coli (strain B / BL21-DE3),431.0,glycogen biosynthetic process [GO:0005978],,ATP binding [GO:0005524]; glucose-1-phosphate adenylyltransferase activity [GO:0008878]; glycogen biosynthetic process [GO:0005978],ATP binding [GO:0005524]; glucose-1-phosphate adenylyltransferase activity [GO:0008878],GO:0005524; GO:0005978; GO:0008878,2.7.7.27,,,,,not_exp,2219911.93461836,221983.29473271835,2570409.9400951425,164631.61958782692,982592.2398498543,165948.73393000595,976599.3125954352,81680.26433357853,1.1578882477322412,0.07042890365797527,0.4426266756472834,0.0002456104353101522,0.43992705177438896,9.864509474093951e-05
A0A140N2H0,tr|A0A140N2H0|A0A140N2H0_ECOBD,377455.130262709,356996.16648592,425517.69032476604,476718.839389625,471254.969925565,502159.14415749,500190.589113638,548130.938024276,445129.98360229796,438605.974273533,394433.47576329706,489302.48211253295,372909.821634335,342958.12559958803,413295.751550244,442854.17705666,424633.67314012704,491944.69905813,441601.63690970896,366722.68458783603,A0A140N2H0_ECOBD,unreviewed,Acetolactate synthase (EC 2.2.1.6),ECBD_0032,Escherichia coli (strain B / BL21-DE3),562.0,isoleucine biosynthetic process [GO:0009097]; valine biosynthetic process [GO:0009099],,acetolactate synthase activity [GO:0003984]; flavin adenine dinucleotide binding [GO:0050660]; magnesium ion binding [GO:0000287]; thiamine pyrophosphate binding [GO:0030976]; isoleucine biosynthetic process [GO:0009097]; valine biosynthetic process [GO:0009099],acetolactate synthase activity [GO:0003984]; flavin adenine dinucleotide binding [GO:0050660]; magnesium ion binding [GO:0000287]; thiamine pyrophosphate binding [GO:0030976],GO:0000287; GO:0003984; GO:0009097; GO:0009099; GO:0030976; GO:0050660,2.2.1.6,,,,,not_exp,409171.95661575504,46254.82280945063,505433.9103052423,27520.231884734654,393004.4689602067,38095.80318542469,431225.6734239505,44717.308530243,1.235260389019976,0.02117637580278375,0.9604873027240943,0.6567653727697639,1.0538984073850048,0.5743800579176335
A0A140N2J1,tr|A0A140N2J1|A0A140N2J1_ECOBD,6046490.84472644,4776450.74198263,4739483.95810149,5259273.49514815,7766565.64598528,6976270.45032793,5699542.20434922,6519509.30818429,5249698.94504878,5155744.52718412,5216103.42874229,5189340.04349061,4984789.20739954,4622344.98214577,3867700.34578818,4515008.860233401,4726232.10578259,4139897.9358778,4457786.05295869,4179711.91196636,A0A140N2J1_ECOBD,unreviewed,33 kDa chaperonin (Heat shock protein 33 homolog) (HSP33),hslO ECBD_0345,Escherichia coli (strain B / BL21-DE3),292.0,protein folding [GO:0006457],cytoplasm [GO:0005737],cytoplasm [GO:0005737]; unfolded protein binding [GO:0051082]; protein folding [GO:0006457],unfolded protein binding [GO:0051082],GO:0005737; GO:0006457; GO:0051082,,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00117, ECO:0000256|SAAS:SAAS01084524}.",,,not_exp,5205424.759989677,527117.4878909615,6740471.902211679,748469.8441080308,4497460.848891723,403110.1585534074,4375907.00164636,236444.84027535847,1.2948937335567303,0.027180830152892115,0.8639949775973021,0.1141258650161564,0.8406435984399933,0.047356388185171606
A0A140N2L2,tr|A0A140N2L2|A0A140N2L2_ECOBD,481208.544072246,412744.478142128,377512.231003237,421286.289992675,468857.737704628,467398.95680627,450722.65377126203,447705.442499576,411969.450284751,450357.33289954206,459796.816218946,402529.966965346,378201.884781157,389676.306636473,426130.95142113796,386569.243478639,416494.043587456,413190.763643352,494047.121182684,360486.355503839,A0A140N2L2_ECOBD,unreviewed,ATP-dependent DNA helicase RecG (EC 3.6.4.12),recG ECBD_0073,Escherichia coli (strain B / BL21-DE3),693.0,DNA recombination [GO:0006310]; DNA repair [GO:0006281],,ATP binding [GO:0005524]; DNA helicase activity [GO:0003678]; nucleic acid binding [GO:0003676]; DNA recombination [GO:0006310]; DNA repair [GO:0006281],ATP binding [GO:0005524]; DNA helicase activity [GO:0003678]; nucleic acid binding [GO:0003676],GO:0003676; GO:0003678; GO:0005524; GO:0006281; GO:0006310,3.6.4.12,,,,,not_exp,423187.8858025715,37300.61345869777,458671.197695434,9531.087477114925,395144.59657935175,18375.58533189533,421054.5709793328,47642.048095626815,1.083847655103758,0.16151813691191533,0.9337332419853278,0.2870643634753707,0.9949589416549746,0.953288842430168
A0A140N2L7,tr|A0A140N2L7|A0A140N2L7_ECOBD,6680068.42761005,6217292.03749028,5891896.50115387,6127816.11914936,5414400.93486684,5176764.22051111,5605841.75797865,5382994.61547201,5548101.20835316,5671709.00848329,5550424.80999058,5669385.40684588,5855369.77518434,5041266.64145934,5307785.44906886,5544576.51624869,5069706.51982457,5245966.50774562,5050870.23593005,5080979.12602716,A0A140N2L7_ECOBD,unreviewed,Ribonuclease PH (RNase PH) (EC 2.7.7.56) (tRNA nucleotidyltransferase),rph ECBD_0083,Escherichia coli (strain B / BL21-DE3),238.0,rRNA catabolic process [GO:0016075]; rRNA processing [GO:0006364]; tRNA processing [GO:0008033],,3'-5'-exoribonuclease activity [GO:0000175]; tRNA binding [GO:0000049]; tRNA nucleotidyltransferase activity [GO:0009022]; rRNA catabolic process [GO:0016075]; rRNA processing [GO:0006364]; tRNA processing [GO:0008033],3'-5'-exoribonuclease activity [GO:0000175]; tRNA binding [GO:0000049]; tRNA nucleotidyltransferase activity [GO:0009022],GO:0000049; GO:0000175; GO:0006364; GO:0008033; GO:0009022; GO:0016075,2.7.7.56,,,,,not_exp,6229268.2713508895,286127.7955621232,5395000.382207152,152152.57793366426,5437249.595490307,299961.25486409536,5111880.59738185,78158.25182322787,0.866072891260659,0.004287899611449235,0.8728552630325512,0.016220353022237868,0.820622964801816,0.0006184203867886273
