Accession,Description,POOL1,CF11,BL22,S112,S721,POOL2,CF21,BL11,S122,S712,S722,S111,BL21,CF12,POOL3,S711,S121,BL12,CF22,POOL4
sp|C6ECL5|SPY_ECOBD,Periplasmic chaperone Spy OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=spy PE=1 SV=1,570481.8535,747952.5605,720095.3398,418602.3418,401184.1133,583247.3613,808269.6816,655716.6973,458029.7109,344273.3115,325373.7568,397725.2444,931631.9775,845225.5742,668115.3813,516749.1816,432116.7891,679921.3682,960684.2363,674454.4277
sp|C6EH62|NLPI_ECOBD,Lipoprotein NlpI OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=nlpI PE=3 SV=1,852308.252,794209.1572,819360.6289,662125.4854,1195129.612,906765.7773,906614.4297,753873.3164,714593.8066,1432007.479,154286.3008,157977.9209,211746.3984,220021.8984,199573.3066,191566.9043,187916.8242,225306.50199999998,210273.5938,214205.2363
tr|A0A140N1P7|A0A140N1P7_ECOBD,Cof-like hydrolase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0006 PE=4 SV=1,5031438.782,4859288.581,5906720.109,3783116.32,4746494.992,5280201.066000001,5474380.701,7084403.211,4130997.9039999996,4283352.106000001,6350900.901000001,4958321.327,7427648.982000001,6014320.505,6876661.867000001,8368843.975,5510181.482999999,8223622.305,6552395.073,7410596.78
tr|A0A140N1Q5|A0A140N1Q5_ECOBD,Small heat shock protein IbpA OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ibpA PE=3 SV=1,8773850.688,14083485.47,4365198.094,7985225.405,6097200.238,9351915.797,11215717.37,9863380.683,8539087.064,7393418.9860000005,4777548.756,8241838.465,3495375.834,9662402.993999999,7431432.561000001,10688727.65,8416373.094,6460749.271000001,8781563.277,8137129.246
tr|A0A140N1U2|A0A140N1U2_ECOBD,Glycoside hydrolase family 31 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0068 PE=3 SV=1,5692.684814,5669.907837,5600.466797,4578.112549,5364.666992,5865.774414,6280.206787,4949.144409,1950.575562,4000.832275,1562.849487,977.431641,1926.4288329999997,1654.84021,2756.627197,2442.477295,1163.017944,2413.995361,2777.6958010000003,2339.621338
tr|A0A140N1Y4|A0A140N1Y4_ECOBD,L-threonine 3-dehydrogenase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=tdh PE=3 SV=1,10989924.67,9464682.888,16581967.12,9024062.095,8671339.174,11699885.18,13938372.15,15099701.94,8659938.207999999,7936444.004,5679040.835,4934897.472,15205791.41,9342065.838,9923732.811,7484018.771000001,7368444.227000001,14964768.66,11066039.94,10585360.93
tr|A0A140N1Z5|A0A140N1Z5_ECOBD,tRNA (cytidine(34)-2'-O)-methyltransferase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=trmL PE=3 SV=1,386387.2148,443879.2559,450010.4063,305790.1816,322986.5996,416482.0098,428160.6523,538627.0508,333056.0684,299335.2461,596542.4023,617159.4805,874581.7246,747565.75,808308.4492,757687.0723,643576.4824,939635.873,799623.0742,862220.3691
tr|A0A140N201|A0A140N201_ECOBD,"PTS system, mannitol-specific IIC subunit OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0129 PE=4 SV=1",2182776.703,2512657.772,3229884.588,1562651.0080000001,1497158.023,2264886.962,2788505.836,2672663.324,1588807.2580000001,1362191.493,822653.9043,961774.5723,2095685.301,2012039.428,1604040.27,1276307.41,1103640.034,1692054.0980000002,2125490.576,1723251.756
tr|A0A140N210|A0A140N210_ECOBD,Selenocysteine-specific translation elongation factor OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0140 PE=4 SV=1,689739.4944,671430.887,776209.2059,678598.2124,618844.3394,783978.2259999999,640732.9439,838807.0317,714752.2579,634731.986,266063.1042,249807.5255,412686.4943,314351.3005,355504.6958,360067.8625,324886.4344,405203.7013,325570.8569,380170.1409
tr|A0A140N231|A0A140N231_ECOBD,"Transcriptional regulator, IclR family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0160 PE=4 SV=1",163868.1631,187301.0012,223280.7505,129384.9275,134460.3914,182907.1775,265811.9023,228728.7327,128818.6252,214195.2173,231722.8672,197142.4307,505415.0586,454253.8516,408528.2598,318479.125,274077.3945,511477.4375,481487.4375,458995.6602
tr|A0A140N258|A0A140N258_ECOBD,Sulfatase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0191 PE=4 SV=1,206951.3027,249259.8281,290212.5352,157508.8027,152614.9063,220223.4922,278210.8281,226853.7031,179287.4063,138840.6963,155318.6729,173222.9111,260874.0449,230502.085,226131.207,201052.5381,208264.3975,214415.9512,249191.6016,235979.4229
tr|A0A140N277|A0A140N277_ECOBD,C4-dicarboxylate transport protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=dctA PE=3 SV=1,906863.1719,958789.0078,1778639.7340000002,560840.6172,554943.4922,917725.6328,1191686.258,1281742.5,559455.6797,519743.7969,528699.2773,443590.9258,2057908.145,1297152.375,1240568.82,806268.9375,640928.4805,1894695.73,1472888.625,1227058.871
tr|A0A140N2B1|A0A140N2B1_ECOBD,Glutathione-disulfide reductase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0241 PE=3 SV=1,4994882.54,4444540.949,6924727.775,4160484.75,4529207.705,5632855.93,5636873.311000001,6727882.908,4469032.972,3950060.486,4393466.473999999,3640597.825,7016989.771000001,5244030.007,5959717.324,5296011.433999999,5297137.1219999995,7613899.572000001,6100538.316000001,6170102.496
tr|A0A140N2D6|A0A140N2D6_ECOBD,Sulfur carrier protein TusA OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=tusA PE=3 SV=1,69348.33202999999,148866.543,85662.52734,112117.6992,125441.0117,91446.65234,109731.7656,113529.7734,96762.57422000001,78712.30859,72649.2832,132956.5469,86589.88672000001,141603.7383,116112.7305,124896.6719,85892.37109,86114.99219,117126.7734,113731.5781
tr|A0A140N2D9|A0A140N2D9_ECOBD,Chromosomal replication initiator protein DnaA OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=dnaA PE=3 SV=1,2378208.043,2949311.9260000004,3124818.898,1573170.4319999998,2097823.762,2754329.152,3124251.418,3310233.262,1640344.244,1968605.92,1283922.1909999999,935749.9362,2241853.735,2100429.359,1829640.418,1709414.075,1240513.7,2386236.091,2047452.676,1962268.719
tr|A0A140N2E4|A0A140N2E4_ECOBD,Extracellular ligand-binding receptor OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0281 PE=4 SV=1,408366.9219,343325.5254,429454.1055,380647.8184,399824.0684,455543.1309,413681.6797,434479.5547,454594.7637,410397.6406,300017.0469,357639.3516,409545.3359,340369.8398,424461.4609,429922.3672,426310.0313,403965.9844,380306.5781,419561.0
tr|A0A140N2F9|A0A140N2F9_ECOBD,Oxidoreductase domain protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0302 PE=4 SV=1,2797717.097,2948720.0069999998,3602688.577,2090790.1069999998,2281715.088,3014399.613,3405297.953,4049323.4469999997,2393848.89,1795655.646,1725952.5280000002,1308061.6809999999,2640742.0209999997,2023153.116,2172675.232,2393158.917,1739220.2619999999,2744576.337,2283268.454,2295178.005
tr|A0A140N2G7|A0A140N2G7_ECOBD,Glucose-1-phosphate adenylyltransferase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=glgC PE=3 SV=1,2201949.191,2822779.025,3360226.475,1219550.664,1296836.851,2232100.462,3518018.6760000004,2789480.7819999997,1208719.452,1079062.5590000001,603807.4268,472306.0444,2142473.373,1884844.6930000002,1409085.4330000002,840889.1533,808554.7231,1837014.166,2184179.151,1461019.256
tr|A0A140N2H0|A0A140N2H0_ECOBD,Acetolactate synthase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0032 PE=3 SV=1,334596.1406,341560.7324,401420.4824,223451.9629,313610.1445,344315.1719,397186.0391,329930.7773,304689.8633,317081.7207,427460.1934,421775.8042,617869.5762,625760.6055,539253.3213,630423.5908,526011.7671,517933.0068,721768.7588,693009.7656
tr|A0A140N2J1|A0A140N2J1_ECOBD,33 kDa chaperonin OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=hslO PE=3 SV=1,6161867.49,8789919.302000001,6915233.466,4702722.041999999,4943363.276000001,6319997.175,7067117.467999999,8252865.647000001,4850647.835,4166663.547,3120041.523,3610611.495,4407236.651000001,5567321.15,4566898.701,4493546.024,3152415.543,4437838.174,5497747.585,4706848.152
tr|A0A140N2L2|A0A140N2L2_ECOBD,ATP-dependent DNA helicase RecG OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=recG PE=3 SV=1,359827.7334,394864.9844,412201.9883,295013.9961,407683.6963,410803.749,415875.5498,488749.5498,309043.8467,309457.54,361618.9585,368134.0479,471753.0049,501255.3711,540990.3008,532146.583,466747.5591,515342.2686,507353.4238,490641.874
tr|A0A140N2L7|A0A140N2L7_ECOBD,Ribonuclease PH OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rph PE=3 SV=1,4957701.301,4665135.998,6134015.12,3904672.8239999996,4264101.591,5292945.984,5291772.887,6941291.977999999,4534898.2360000005,4019595.383,4981996.4,5570962.856000001,7196683.382999999,5426543.947000001,6383272.456,6331388.179,5682585.437999999,7587686.859,5962601.786,6754543.659
tr|A0A140N2M6|A0A140N2M6_ECOBD,3-deoxy-D-manno-octulosonic acid transferase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0093 PE=3 SV=1,277919.7109,281849.3418,286131.7891,245124.9121,278644.3496,292118.2891,298189.084,294986.2852,253760.8281,207320.5947,741468.1631,917278.7974,979835.6328,911181.2407,940236.8638,1113616.533,922422.4058,954708.8921,905374.188,989207.9092
tr|A0A140N2N4|A0A140N2N4_ECOBD,ABC transporter related OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0396 PE=4 SV=1,4224909.607,4006120.224,5080079.536,3699267.185,3750844.943,4443945.993,4562509.39,5329277.504,3890155.71,3457932.4269999997,3234670.67,3137824.0310000004,4390299.512,4041848.495,4155505.957,4071511.5,3764817.65,4813734.115,4164836.675,4389382.55
tr|A0A140N2P2|A0A140N2P2_ECOBD,Rhodanese domain protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0114 PE=4 SV=1,11510112.6,12398005.99,11745431.76,9871826.162999999,11363312.83,12472303.3,12207028.26,14671252.2,10515473.28,9599311.087000001,11403637.84,12327624.45,12838555.98,12235102.29,13330811.48,16614143.06,12456324.47,13383848.56,11968787.54,13989885.9
tr|A0A140N2S3|A0A140N2S3_ECOBD,50S ribosomal protein L22 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rplV PE=3 SV=1,52210846.3,52333615.31,49618172.16,52084832.15,51135509.2,56768857.01,54036244.87,59255070.42,54454523.64,45652844.51,42702595.37,46215422.47,43462812.36,44381267.92,49038147.91,54168118.49,52015974.12,47555568.79,45513418.44,51110234.22
tr|A0A140N2T1|A0A140N2T1_ECOBD,50S ribosomal protein L6 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rplF PE=3 SV=1,115494636.4,129847490.9,97036459.22,101687967.4,120007371.5,121398918.7,114783095.4,139921752.8,112890529.3,88468994.16,108772078.7,131338230.8,106935896.8,108186935.6,119480173.5,140741156.3,127122190.6,111178927.5,109619768.6,122987056.1
tr|A0A140N2U0|A0A140N2U0_ECOBD,DNA-directed RNA polymerase subunit alpha OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rpoA PE=3 SV=1,65845019.47,74705457.01,69663693.37,55459824.23,60153085.34,70182224.3,72508195.99,87435604.01,60245616.68,47939729.97,68355658.18,80677955.94,87540052.52,82692459.89,86596895.99,92327269.78,79760508.31,89174453.95,83993320.94,89688116.01
tr|A0A140N2U8|A0A140N2U8_ECOBD,Glycine--tRNA ligase beta subunit OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=glyS PE=3 SV=1,38295000.66,33425026.77,48191556.32,33116221.46,34676719.4,41406574.83,39300182.98,51546918.4,37437415.86,31856062.79,38322636.9,36899118.85,55686669.81,40898956.14,48316766.91,46762238.32,46116123.36,59835149.8,43245974.89,51013573.5
tr|A0A140N2V6|A0A140N2V6_ECOBD,Molybdopterin guanine dinucleotide-containing S/N-oxide reductase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0186 PE=3 SV=1,423340.3477,455956.6348,615416.5469,282680.5,336894.1602,461894.6934,552429.4883,634158.3008,282293.3613,314162.0996,523216.0237,477476.6841,1370435.9740000002,836690.8940000001,875471.0166,700347.0239,600776.4539,1215830.8290000001,935441.9253,888137.6128
tr|A0A140N2X4|A0A140N2X4_ECOBD,Ribosomal protein L11 methyltransferase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=prmA PE=3 SV=1,662429.0645,758604.5039,827063.6016,590848.5195,662339.7363,743625.4727,581077.5078,865184.8008,676879.9961,606498.7344,568127.2852,578843.3906,645886.3555,637634.7578,694060.3906,801230.8906,450529.7656,662853.2695,694106.8438,732357.5078
tr|A0A140N2Y3|A0A140N2Y3_ECOBD,Rod shape-determining protein MreC OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0497 PE=4 SV=1,640585.082,677469.2775,767365.9287,556680.8505,603195.5219,666283.351,750546.6328,699562.7073,567914.6552,570086.1733,305299.2677,245217.1304,435729.042,421583.0774,421104.0072,413227.1726,365355.4791,497616.61600000004,446713.052,445855.7406
tr|A0A140N2Z9|A0A140N2Z9_ECOBD,30S ribosomal protein S9 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rpsI PE=3 SV=1,29943800.8,26048812.73,29823842.65,30405765.16,28173191.74,31628048.03,31813984.98,29306537.22,34167023.9,28695112.51,42376774.28,32811102.1,47407890.86,43221028.06,49434424.19,47160133.28,50721191.68,56033019.04,45157056.27,49294667.17
tr|A0A140N307|A0A140N307_ECOBD,IS600 orf OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0527 PE=4 SV=1,231100.353,315082.793,372149.0537,109623.3662,160952.6406,257946.1738,356078.3691,393913.9658,100092.606,136427.9146,92228.80029,31834.40137,327159.582,302538.166,234093.4688,121159.4561,74321.77832,372740.8848,316364.748,237533.24800000002
tr|A0A140N312|A0A140N312_ECOBD,Universal stress protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0246 PE=3 SV=1,1264318.48,2090501.533,1885934.369,763874.3213,902130.4141,1323175.898,1654672.785,2120430.212,831416.3379,705024.7158,704171.4438,767903.9513,1704643.084,1572001.264,1337841.137,1007141.7629999999,694700.8101,1615285.626,1744073.1809999999,1502177.477
tr|A0A140N319|A0A140N319_ECOBD,RNase adapter protein RapZ OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rapZ PE=3 SV=1,1996104.854,2394065.85,2934679.3860000004,1315804.393,1518039.813,2150061.8,2508545.693,3002568.39,1327947.31,1282730.56,1077240.424,995020.0061,2356482.6459999997,1856846.188,1741471.155,1431140.513,1177363.002,2363748.136,1930185.956,1731290.92
tr|A0A140N332|A0A140N332_ECOBD,ABC transporter related OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0547 PE=4 SV=1,797567.0703,797825.1758,912841.5762,655061.5293,731333.2969,800039.8242,911346.5039,914079.627,656362.2168,595252.8828,723665.9141,634854.1211,929675.0391,934717.1465,888723.7246,916903.2578,777336.7402,972241.5625,927146.5625,900476.002
tr|A0A140N339|A0A140N339_ECOBD,Ribosomal RNA small subunit methyltransferase D OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0276 PE=3 SV=1,256723.3018,275649.1909,333724.8606,214525.8188,251143.5161,296709.4893,306884.9492,308644.7651,226178.7754,223430.5869,208363.0396,168386.6951,272084.3913,249851.7057,262508.152,258048.417,235727.3239,304867.3862,267790.7335,294483.8936
tr|A0A140N340|A0A140N340_ECOBD,50S ribosomal protein L27 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rpmA PE=3 SV=1,49779870.08,46502421.12,43674643.09,43808207.52,46497017.46,50060537.48,47823005.45,55242519.76,48602180.2,39138050.75,49061531.24,56976060.94,47560365.88,49250759.61,53403151.81,61387556.18,59178281.38,51136036.13,47604547.77,53828749.19
tr|A0A140N347|A0A140N347_ECOBD,Protein-export membrane protein SecG OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0567 PE=3 SV=1,2289680.172,2360062.668,2586334.414,2149493.156,2519945.305,2519330.484,2811491.7810000004,2589944.875,2248688.141,1909099.539,3330789.7660000003,3047862.672,4120275.617,3214216.438,3987870.453,4941192.711,3906565.125,3867975.605,3554119.938,4203352.414
tr|A0A140N377|A0A140N377_ECOBD,Thiosulfate sulfurtransferase GlpE OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=glpE PE=3 SV=1,565876.0313,859956.9609,756341.5117,422432.916,550564.2168,651281.582,564044.418,952516.8281,462865.4434,356997.0,407020.5586,568190.0195,514929.0,577352.8711,565108.0313,707213.6992,397691.5586,427770.0273,606030.1367,606158.1211
tr|A0A140N385|A0A140N385_ECOBD,Gluconate transporter OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0330 PE=4 SV=1,2994527.575,3607462.083,4027185.6810000003,2064467.279,1985629.685,3076647.792,3581182.481,4202992.244,2034363.346,1599560.8730000001,1570327.374,1608245.042,3620537.3210000005,3165445.7210000004,2795622.483,2111039.328,1973620.959,3827269.7260000003,3285156.332,2846282.335
tr|A0A140N388|A0A140N388_ECOBD,Glycerate kinase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0618 PE=3 SV=1,418578.2004,427699.4832,743112.1182,196318.2731,228814.4149,432525.3481,494480.9087,863622.6235,212681.1608,218577.5854,105336.2,107056.269,454731.4385,251646.5244,288635.7903,167893.1685,154420.8047,524907.6504,311035.71,306715.8745
tr|A0A140N394|A0A140N394_ECOBD,"Two component transcriptional regulator, winged helix family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0340 PE=4 SV=1",5753059.937999999,7044391.56,9492876.733,3099287.039,4347980.058,6263471.134,7619328.332,9785523.526,3180934.453,4010564.403,3791686.752,2842031.9680000003,9834221.252999999,6945511.973999999,6786390.33,5412231.007,3601535.6119999997,9785552.394,7833914.277000001,6895749.43
tr|A0A140N3A3|A0A140N3A3_ECOBD,NUDIX hydrolase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0350 PE=4 SV=1,996306.0449,1129619.518,1098898.747,746810.7578,728249.0615,1123943.017,1229096.943,1372773.114,791926.4023,733287.5762,1509545.372,1479691.2419999999,2412815.222,2264380.706,2253698.776,2091272.209,1777049.188,2627736.587,2457291.581,2228384.981
tr|A0A140N3A9|A0A140N3A9_ECOBD,Site-specific DNA-methyltransferase (adenine-specific) OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0360 PE=3 SV=1,246211.49899999998,296279.6016,279356.5527,197578.8525,203342.5547,263302.3086,315795.4805,297223.0273,222424.99800000002,186532.3125,87562.99657999999,80172.15576000001,137898.6455,127495.0879,119232.0254,117827.2822,97675.47021,139807.6943,133693.1914,131342.0967
tr|A0A140N3B4|A0A140N3B4_ECOBD,Uronate isomerase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=uxaC PE=3 SV=1,829611.082,816285.7744,1226321.1670000001,638116.9631,606229.9143,924041.4941,1082223.25,1213186.061,673968.1372,620226.603,547255.1567,501809.6484,1075283.311,773720.1577,879239.2451,742835.5881,795890.7554,1142069.888,1008648.4820000001,970287.3584
tr|A0A140N3C3|A0A140N3C3_ECOBD,Ribosomal RNA large subunit methyltransferase G OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rlmG PE=3 SV=1,527351.5,479085.6484,513586.0625,467136.8203,488566.7969,577639.2246,543723.5391,1011245.127,486716.2559,421198.5059,307737.5879,270170.9277,341317.5801,323122.0547,347850.7305,353102.75,356683.08200000005,419168.5488,341760.6875,377546.8359
tr|A0A140N3D6|A0A140N3D6_ECOBD,"Transcriptional regulator, Crp/Fnr family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0391 PE=4 SV=1",14051797.55,17877265.67,21217905.33,8534377.101,9716778.623,14016826.28,20163822.15,18318814.7,8180223.257,7676778.493,8261600.846,7614640.009,21306049.39,19385118.73,15243365.44,11297394.03,9797543.944,20740522.54,20880718.56,17551685.24
tr|A0A140N3E6|A0A140N3E6_ECOBD,Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=glnE PE=3 SV=1,1223101.628,1314496.787,1621378.207,1018417.443,1011193.9759999999,1317107.586,1541266.371,1520482.041,1076017.904,982230.1025,723834.0801,710980.8477,1333541.397,1187555.4540000001,1242577.683,971501.8945,911047.6914,1341160.91,1281083.008,1194869.7659999998
tr|A0A140N3F4|A0A140N3F4_ECOBD,Uncharacterized protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0007 PE=4 SV=1,711764.209,604343.7207,1002343.438,520889.33200000005,539336.6875,808802.2246,785123.7793,1042216.078,606703.1563,614705.7031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tr|A0A140N3F8|A0A140N3F8_ECOBD,"3,4-dihydroxy-2-butanone 4-phosphate synthase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ribB PE=3 SV=1",2388462.7090000003,2101527.516,3980726.7539999997,1814256.21,1715679.346,2514531.893,2471074.005,3621834.5530000003,1726551.8059999999,1677504.0180000002,1732489.219,1640076.5469999998,4429403.319,2642938.1769999997,3019586.6939999997,2315012.496,2242719.627,4681174.603,2921334.4489999996,3160276.861
tr|A0A140N3G6|A0A140N3G6_ECOBD,Small heat shock protein IbpB OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ibpB PE=3 SV=1,1067630.3159999999,1418851.3280000002,424169.0986,1307099.477,807964.8945,1068854.164,1056874.137,862599.7227,1344327.6369999999,1068984.68,1408815.73,2908671.988,595795.2329,2426348.0330000003,1984792.604,3282734.4280000003,2239227.044,1146298.447,1931543.561,2027145.986
tr|A0A140N3G7|A0A140N3G7_ECOBD,50S ribosomal protein L3 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rplC PE=3 SV=1,114367990.9,109525605.0,103962729.7,100504041.1,105913744.7,115464742.4,108892444.4,130659658.8,110576976.0,88056815.54,202508221.6,217410592.7,201233099.7,193634395.8,209914015.5,259185860.1,229253855.0,216894498.7,194450575.4,219726787.0
