Entry,Entry_name,Status,Protein_names,Gene_names,Organism,Length,Gene_ontology_biological_process,Gene_ontology_cellular_component,Gene_ontology_GO,Gene_ontology_molecular_function,Gene_ontology_IDs,EC_number,Intramembrane,Subcellular_location_CC,Topological_domain,Transmembrane
A0A140NGU5,A0A140NGU5_ECOBD,unreviewed,Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme),acs ECBD_3963,Escherichia coli (strain B / BL21-DE3),652,acetyl-CoA biosynthetic process from acetate [GO:0019427]; chemotaxis [GO:0006935],,acetate-CoA ligase activity [GO:0003987]; AMP binding [GO:0016208]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; acetyl-CoA biosynthetic process from acetate [GO:0019427]; chemotaxis [GO:0006935],acetate-CoA ligase activity [GO:0003987]; AMP binding [GO:0016208]; ATP binding [GO:0005524]; metal ion binding [GO:0046872],GO:0003987; GO:0005524; GO:0006935; GO:0016208; GO:0019427; GO:0046872,6.2.1.1,,,,
A0A140NEU4,A0A140NEU4_ECOBD,unreviewed,"Citrate lyase, beta subunit (EC 4.1.3.6)",ECBD_3036,Escherichia coli (strain B / BL21-DE3),302,acetyl-CoA metabolic process [GO:0006084],citrate lyase complex [GO:0009346],citrate lyase complex [GO:0009346]; citrate (pro-3S)-lyase activity [GO:0008815]; citryl-CoA lyase activity [GO:0008816]; metal ion binding [GO:0046872]; acetyl-CoA metabolic process [GO:0006084],citrate (pro-3S)-lyase activity [GO:0008815]; citryl-CoA lyase activity [GO:0008816]; metal ion binding [GO:0046872],GO:0006084; GO:0008815; GO:0008816; GO:0009346; GO:0046872,4.1.3.6,,,,
A0A140NC88,A0A140NC88_ECOBD,unreviewed,Citrate lyase alpha chain (Citrase alpha chain) (EC 2.8.3.10) (EC 4.1.3.6) (Citrate (pro-3S)-lyase alpha chain) (Citrate CoA-transferase subunit),ECBD_3037,Escherichia coli (strain B / BL21-DE3),510,acetyl-CoA metabolic process [GO:0006084],citrate lyase complex [GO:0009346],citrate lyase complex [GO:0009346]; citrate (pro-3S)-lyase activity [GO:0008815]; citrate CoA-transferase activity [GO:0008814]; acetyl-CoA metabolic process [GO:0006084],citrate (pro-3S)-lyase activity [GO:0008815]; citrate CoA-transferase activity [GO:0008814],GO:0006084; GO:0008814; GO:0008815; GO:0009346,2.8.3.10; 4.1.3.6,,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|PIRNR:PIRNR009451}.,,
A0A140ND79,A0A140ND79_ECOBD,unreviewed,Acyl-CoA thioesterase II,ECBD_3203,Escherichia coli (strain B / BL21-DE3),286,acyl-CoA metabolic process [GO:0006637],,acyl-CoA hydrolase activity [GO:0047617]; acyl-CoA metabolic process [GO:0006637],acyl-CoA hydrolase activity [GO:0047617],GO:0006637; GO:0047617,,,,,
A0A140N3I2,A0A140N3I2_ECOBD,unreviewed,Adenine deaminase (Adenase) (Adenine aminase) (EC 3.5.4.2),ade ECBD_0038,Escherichia coli (strain B / BL21-DE3),588,adenine catabolic process [GO:0006146],,adenine deaminase activity [GO:0000034]; adenine catabolic process [GO:0006146],adenine deaminase activity [GO:0000034],GO:0000034; GO:0006146,3.5.4.2,,,,
A0A140NA53,A0A140NA53_ECOBD,unreviewed,Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7),apt ECBD_3187,Escherichia coli (strain B / BL21-DE3),183,adenine salvage [GO:0006168]; AMP salvage [GO:0044209]; purine ribonucleoside salvage [GO:0006166],cytoplasm [GO:0005737],cytoplasm [GO:0005737]; adenine phosphoribosyltransferase activity [GO:0003999]; adenine salvage [GO:0006168]; AMP salvage [GO:0044209]; purine ribonucleoside salvage [GO:0006166],adenine phosphoribosyltransferase activity [GO:0003999],GO:0003999; GO:0005737; GO:0006166; GO:0006168; GO:0044209,2.4.2.7,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00004, ECO:0000256|SAAS:SAAS01090474}.",,
A0A140N583,A0A140N583_ECOBD,unreviewed,Bifunctional protein HldE [Includes: D-beta-D-heptose 7-phosphate kinase (EC 2.7.1.167) (D-beta-D-heptose 7-phosphotransferase) (D-glycero-beta-D-manno-heptose-7-phosphate kinase); D-beta-D-heptose 1-phosphate adenylyltransferase (EC 2.7.7.70) (D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase)],hldE ECBD_0689,Escherichia coli (strain B / BL21-DE3),477,ADP-L-glycero-beta-D-manno-heptose biosynthetic process [GO:0097171],,"ATP binding [GO:0005524]; heptose 7-phosphate kinase activity [GO:0033785]; heptose-1-phosphate adenylyltransferase activity [GO:0033786]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]; ADP-L-glycero-beta-D-manno-heptose biosynthetic process [GO:0097171]","ATP binding [GO:0005524]; heptose-1-phosphate adenylyltransferase activity [GO:0033786]; heptose 7-phosphate kinase activity [GO:0033785]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]",GO:0005524; GO:0016773; GO:0033785; GO:0033786; GO:0097171,2.7.1.167; 2.7.7.70,,,,
A0A140N6M4,A0A140N6M4_ECOBD,unreviewed,ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20) (ADP-L-glycero-beta-D-manno-heptose-6-epimerase) (ADP-glyceromanno-heptose 6-epimerase) (ADP-hep 6-epimerase) (AGME),hldD ECBD_0107,Escherichia coli (strain B / BL21-DE3),310,ADP-L-glycero-beta-D-manno-heptose biosynthetic process [GO:0097171]; carbohydrate metabolic process [GO:0005975],,ADP-glyceromanno-heptose 6-epimerase activity [GO:0008712]; NADP binding [GO:0050661]; ADP-L-glycero-beta-D-manno-heptose biosynthetic process [GO:0097171]; carbohydrate metabolic process [GO:0005975],ADP-glyceromanno-heptose 6-epimerase activity [GO:0008712]; NADP binding [GO:0050661],GO:0005975; GO:0008712; GO:0050661; GO:0097171,5.1.3.20,,,,
A0A140NC92,A0A140NC92_ECOBD,unreviewed,"Cytochrome o ubiquinol oxidase, subunit III",ECBD_3228,Escherichia coli (strain B / BL21-DE3),204,aerobic electron transport chain [GO:0019646],integral component of membrane [GO:0016021]; plasma membrane [GO:0005886],integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; cytochrome o ubiquinol oxidase activity [GO:0008827]; cytochrome-c oxidase activity [GO:0004129]; aerobic electron transport chain [GO:0019646],cytochrome-c oxidase activity [GO:0004129]; cytochrome o ubiquinol oxidase activity [GO:0008827],GO:0004129; GO:0005886; GO:0008827; GO:0016021; GO:0019646,,,SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU003376}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003376}.,,TRANSMEM 29 50 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 70 91 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 98 118 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 138 165 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 177 201 Helical. {ECO:0000256|SAM:Phobius}.
A0A140NCG6,A0A140NCG6_ECOBD,unreviewed,Cytochrome bd ubiquinol oxidase subunit I,ECBD_2928,Escherichia coli (strain B / BL21-DE3),522,aerobic electron transport chain [GO:0019646],cytochrome complex [GO:0070069]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886],cytochrome complex [GO:0070069]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; aerobic electron transport chain [GO:0019646],electron transfer activity [GO:0009055]; metal ion binding [GO:0046872],GO:0005886; GO:0009055; GO:0016021; GO:0019646; GO:0046872; GO:0070069,,,SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|PIRNR:PIRNR006446}.,,TRANSMEM 20 42 Helical. {ECO:0000256|PIRNR:PIRNR006446}.; TRANSMEM 54 71 Helical. {ECO:0000256|PIRNR:PIRNR006446}.; TRANSMEM 91 116 Helical. {ECO:0000256|PIRNR:PIRNR006446}.; TRANSMEM 128 151 Helical. {ECO:0000256|PIRNR:PIRNR006446}.; TRANSMEM 184 208 Helical. {ECO:0000256|PIRNR:PIRNR006446}.; TRANSMEM 220 238 Helical. {ECO:0000256|PIRNR:PIRNR006446}.; TRANSMEM 388 409 Helical. {ECO:0000256|PIRNR:PIRNR006446}.; TRANSMEM 421 444 Helical. {ECO:0000256|PIRNR:PIRNR006446}.; TRANSMEM 471 494 Helical. {ECO:0000256|PIRNR:PIRNR006446}.
A0A140ND19,A0A140ND19_ECOBD,unreviewed,Cytochrome bd ubiquinol oxidase subunit I,ECBD_2617,Escherichia coli (strain B / BL21-DE3),514,aerobic electron transport chain [GO:0019646],cytochrome complex [GO:0070069]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886],cytochrome complex [GO:0070069]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; aerobic electron transport chain [GO:0019646],electron transfer activity [GO:0009055]; metal ion binding [GO:0046872],GO:0005886; GO:0009055; GO:0016021; GO:0019646; GO:0046872; GO:0070069,,,SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|PIRNR:PIRNR006446}.,,TRANSMEM 20 42 Helical. {ECO:0000256|PIRNR:PIRNR006446}.; TRANSMEM 54 71 Helical. {ECO:0000256|PIRNR:PIRNR006446}.; TRANSMEM 91 116 Helical. {ECO:0000256|PIRNR:PIRNR006446}.; TRANSMEM 128 145 Helical. {ECO:0000256|PIRNR:PIRNR006446}.; TRANSMEM 184 208 Helical. {ECO:0000256|PIRNR:PIRNR006446}.; TRANSMEM 215 235 Helical. {ECO:0000256|PIRNR:PIRNR006446}.; TRANSMEM 386 409 Helical. {ECO:0000256|PIRNR:PIRNR006446}.; TRANSMEM 421 442 Helical. {ECO:0000256|PIRNR:PIRNR006446}.; TRANSMEM 471 492 Helical. {ECO:0000256|PIRNR:PIRNR006446}.
A0A140NA88,A0A140NA88_ECOBD,unreviewed,"Cytochrome o ubiquinol oxidase, subunit I (EC 1.9.3.1)",ECBD_3227,Escherichia coli (strain B / BL21-DE3),663,aerobic respiration [GO:0009060],integral component of membrane [GO:0016021]; respirasome [GO:0070469],"integral component of membrane [GO:0016021]; respirasome [GO:0070469]; cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]; aerobic respiration [GO:0009060]","cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]",GO:0004129; GO:0009060; GO:0016021; GO:0016682; GO:0020037; GO:0070469,1.9.3.1,,,,TRANSMEM 16 38 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 59 79 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 103 126 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 146 170 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 190 213 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 233 255 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 275 298 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 310 334 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 346 368 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 380 403 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 415 436 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 457 479 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 491 518 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 593 626 Helical. {ECO:0000256|SAM:Phobius}.
A0A140NDR8,A0A140NDR8_ECOBD,unreviewed,"Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE (EC 2.1.1.163) (EC 2.1.1.201) (2-methoxy-6-polyprenyl-1,4-benzoquinol methylase) (Demethylmenaquinone methyltransferase)",ubiE ECBD_4190,Escherichia coli (strain B / BL21-DE3),251,aerobic respiration [GO:0009060]; menaquinone biosynthetic process [GO:0009234]; ubiquinone biosynthetic process [GO:0006744],,"2-octaprenyl-6-methoxy-1,4-benzoquinone methylase activity [GO:0043333]; S-adenosylmethionine:2-demethylmenaquinol-7 methyltransferase activity [GO:0102955]; aerobic respiration [GO:0009060]; menaquinone biosynthetic process [GO:0009234]; ubiquinone biosynthetic process [GO:0006744]","2-octaprenyl-6-methoxy-1,4-benzoquinone methylase activity [GO:0043333]; S-adenosylmethionine:2-demethylmenaquinol-7 methyltransferase activity [GO:0102955]",GO:0006744; GO:0009060; GO:0009234; GO:0043333; GO:0102955,2.1.1.163; 2.1.1.201,,,,
A0A140NAY9,A0A140NAY9_ECOBD,unreviewed,Aspartate 1-decarboxylase (EC 4.1.1.11) (Aspartate alpha-decarboxylase) [Cleaved into: Aspartate 1-decarboxylase beta chain; Aspartate 1-decarboxylase alpha chain],panD ECBD_3488,Escherichia coli (strain B / BL21-DE3),126,alanine biosynthetic process [GO:0006523]; pantothenate biosynthetic process [GO:0015940],cytoplasm [GO:0005737],cytoplasm [GO:0005737]; aspartate 1-decarboxylase activity [GO:0004068]; alanine biosynthetic process [GO:0006523]; pantothenate biosynthetic process [GO:0015940],aspartate 1-decarboxylase activity [GO:0004068],GO:0004068; GO:0005737; GO:0006523; GO:0015940,4.1.1.11,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00446, ECO:0000256|SAAS:SAAS00097746}.",,
A0A140N6W9,A0A140N6W9_ECOBD,unreviewed,Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS),alaS ECBD_1028,Escherichia coli (strain B / BL21-DE3),876,alanyl-tRNA aminoacylation [GO:0006419],cytoplasm [GO:0005737],cytoplasm [GO:0005737]; alanine-tRNA ligase activity [GO:0004813]; ATP binding [GO:0005524]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]; alanyl-tRNA aminoacylation [GO:0006419],alanine-tRNA ligase activity [GO:0004813]; ATP binding [GO:0005524]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270],GO:0000049; GO:0004813; GO:0005524; GO:0005737; GO:0006419; GO:0008270,6.1.1.7,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00036, ECO:0000256|SAAS:SAAS00832879}.",,
A0A140NCE4,A0A140NCE4_ECOBD,unreviewed,Aldehyde-alcohol dehydrogenase,ECBD_2383,Escherichia coli (strain B / BL21-DE3),891,alcohol metabolic process [GO:0006066]; carbon utilization [GO:0015976],,acetaldehyde dehydrogenase (acetylating) activity [GO:0008774]; alcohol dehydrogenase (NAD) activity [GO:0004022]; metal ion binding [GO:0046872]; alcohol metabolic process [GO:0006066]; carbon utilization [GO:0015976],acetaldehyde dehydrogenase (acetylating) activity [GO:0008774]; alcohol dehydrogenase (NAD) activity [GO:0004022]; metal ion binding [GO:0046872],GO:0004022; GO:0006066; GO:0008774; GO:0015976; GO:0046872,,,,,
A0A140NDG0,A0A140NDG0_ECOBD,unreviewed,FMN reductase,ECBD_2658,Escherichia coli (strain B / BL21-DE3),191,alkanesulfonate catabolic process [GO:0046306],,FMN reductase activity [GO:0008752]; alkanesulfonate catabolic process [GO:0046306],FMN reductase activity [GO:0008752],GO:0008752; GO:0046306,,,,,
A0A140NAS3,A0A140NAS3_ECOBD,unreviewed,Allantoate amidohydrolase (EC 3.5.1.87),ECBD_3142,Escherichia coli (strain B / BL21-DE3),411,allantoin assimilation pathway [GO:0009442],,allantoate deiminase activity [GO:0047652]; manganese ion binding [GO:0030145]; N-carbamoyl-L-amino-acid hydrolase activity [GO:0050538]; protein homodimerization activity [GO:0042803]; allantoin assimilation pathway [GO:0009442],allantoate deiminase activity [GO:0047652]; manganese ion binding [GO:0030145]; N-carbamoyl-L-amino-acid hydrolase activity [GO:0050538]; protein homodimerization activity [GO:0042803],GO:0009442; GO:0030145; GO:0042803; GO:0047652; GO:0050538,3.5.1.87,,,,
A0A140NAT2,A0A140NAT2_ECOBD,unreviewed,Ureidoglycolate lyase (EC 4.3.2.3) (Ureidoglycolatase),allA ECBD_3152,Escherichia coli (strain B / BL21-DE3),160,allantoin catabolic process [GO:0000256]; purine nucleobase catabolic process [GO:0006145],,ureidoglycolate hydrolase activity [GO:0004848]; ureidoglycolate lyase activity [GO:0050385]; allantoin catabolic process [GO:0000256]; purine nucleobase catabolic process [GO:0006145],ureidoglycolate hydrolase activity [GO:0004848]; ureidoglycolate lyase activity [GO:0050385],GO:0000256; GO:0004848; GO:0006145; GO:0050385,4.3.2.3,,,,
A0A140NCJ5,A0A140NCJ5_ECOBD,unreviewed,Allantoinase (EC 3.5.2.5) (Allantoin-utilizing enzyme),allB ECBD_3146,Escherichia coli (strain B / BL21-DE3),453,allantoin catabolic process [GO:0000256]; purine nucleobase metabolic process [GO:0006144],,allantoinase activity [GO:0004038]; cobalt ion binding [GO:0050897]; zinc ion binding [GO:0008270]; allantoin catabolic process [GO:0000256]; purine nucleobase metabolic process [GO:0006144],allantoinase activity [GO:0004038]; cobalt ion binding [GO:0050897]; zinc ion binding [GO:0008270],GO:0000256; GO:0004038; GO:0006144; GO:0008270; GO:0050897,3.5.2.5,,,,
A0A140N6P2,A0A140N6P2_ECOBD,unreviewed,Alpha amylase catalytic region,ECBD_0163,Escherichia coli (strain B / BL21-DE3),676,alpha-glucan catabolic process [GO:0030980]; cellular oligosaccharide catabolic process [GO:0051692],periplasmic space [GO:0042597],periplasmic space [GO:0042597]; alpha-amylase activity [GO:0004556]; calcium ion binding [GO:0005509]; alpha-glucan catabolic process [GO:0030980]; cellular oligosaccharide catabolic process [GO:0051692],alpha-amylase activity [GO:0004556]; calcium ion binding [GO:0005509],GO:0004556; GO:0005509; GO:0030980; GO:0042597; GO:0051692,,,,,
A0A140N9C6,A0A140N9C6_ECOBD,unreviewed,L-alanine exporter AlaE,alaE ECBD_1049,Escherichia coli (strain B / BL21-DE3),149,amino acid export across plasma membrane [GO:0032973],integral component of plasma membrane [GO:0005887],integral component of plasma membrane [GO:0005887]; L-amino acid efflux transmembrane transporter activity [GO:0034639]; amino acid export across plasma membrane [GO:0032973],L-amino acid efflux transmembrane transporter activity [GO:0034639],GO:0005887; GO:0032973; GO:0034639,,,SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_00914}; Multi-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_00914}.,,TRANSMEM 12 36 Helical. {ECO:0000256|HAMAP-Rule:MF_00914}.; TRANSMEM 42 62 Helical. {ECO:0000256|HAMAP-Rule:MF_00914}.; TRANSMEM 82 104 Helical. {ECO:0000256|HAMAP-Rule:MF_00914}.; TRANSMEM 110 131 Helical. {ECO:0000256|HAMAP-Rule:MF_00914}.
A0A140N8V1,A0A140N8V1_ECOBD,unreviewed,Serine transporter,ECBD_0877,Escherichia coli (strain B / BL21-DE3),409,amino acid transmembrane transport [GO:0003333],integral component of membrane [GO:0016021],integral component of membrane [GO:0016021]; amino acid transmembrane transport [GO:0003333],,GO:0003333; GO:0016021,,,,,TRANSMEM 92 112 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 124 145 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 152 173 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 193 216 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 236 261 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 281 302 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 334 355 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 361 381 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 390 408 Helical. {ECO:0000256|SAM:Phobius}.
A0A140N7U1,A0A140N7U1_ECOBD,unreviewed,"Polar amino acid ABC transporter, inner membrane subunit",ECBD_1351,Escherichia coli (strain B / BL21-DE3),228,amino acid transmembrane transport [GO:0003333],ATP-binding cassette (ABC) transporter complex [GO:0043190],ATP-binding cassette (ABC) transporter complex [GO:0043190]; transmembrane transporter activity [GO:0022857]; amino acid transmembrane transport [GO:0003333],transmembrane transporter activity [GO:0022857],GO:0003333; GO:0022857; GO:0043190,,,SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363032}.,,TRANSMEM 12 35 Helical. {ECO:0000256|RuleBase:RU363032}.; TRANSMEM 47 70 Helical. {ECO:0000256|RuleBase:RU363032}.; TRANSMEM 90 108 Helical. {ECO:0000256|RuleBase:RU363032}.; TRANSMEM 149 171 Helical. {ECO:0000256|RuleBase:RU363032}.; TRANSMEM 191 215 Helical. {ECO:0000256|RuleBase:RU363032}.
A0A140N4Y4,A0A140N4Y4_ECOBD,unreviewed,Serine transporter,ECBD_0197,Escherichia coli (strain B / BL21-DE3),423,amino acid transmembrane transport [GO:0003333],integral component of membrane [GO:0016021],integral component of membrane [GO:0016021]; amino acid transmembrane transport [GO:0003333],,GO:0003333; GO:0016021,,,,,TRANSMEM 20 40 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 46 64 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 95 118 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 138 155 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 167 185 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 205 227 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 247 267 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 294 318 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 339 362 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 368 389 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 401 422 Helical. {ECO:0000256|SAM:Phobius}.
A0A140NC16,A0A140NC16_ECOBD,unreviewed,Arginine/ornithine antiporter,ECBD_2041,Escherichia coli (strain B / BL21-DE3),460,amino acid transport [GO:0006865],integral component of membrane [GO:0016021],integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]; amino acid transport [GO:0006865],transmembrane transporter activity [GO:0022857],GO:0006865; GO:0016021; GO:0022857,,,,,TRANSMEM 41 61 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 82 107 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 127 145 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 157 178 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 204 222 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 234 257 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 283 311 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 332 352 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 358 378 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 385 402 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 408 426 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 441 459 Helical. {ECO:0000256|SAM:Phobius}.
